InputStoryid,输入句子1,输入句子2,输入句子3,输入句子4,随机第五句话测验1,随机第五句话测验2,回答右端
e2f74079-bcd6-485a-80c6-24be4fca4ae9,我的朋友卡姆是亚马逊的书商。,他在车库里存放了4000本书。,他赚的钱足够他简单的生活。,有一天，他的房子着火了，他失去了他的收藏。,卡姆从此决定为自己的财产投保。,之后，卡姆能够卖出比他更多的书。,1
c473c07a-630f-48e2-b6dd-ebb34d815fc2,罗西老师的生日还有5天就要到了。,罗西没有钱买礼物。,她请奶奶教她如何画向日葵。,罗西画了一朵大向日葵，用水彩画了出来。,罗西的老师很喜欢这份礼物。,罗西的老师给她留了学。,1
8ae17467-e396-4f89-9d2a-eeade4539358,一名男子在eBay上订购了一个古董钟。,他收到了一个盒子，里面有六根保险丝和一罐泡菜。,他向eBay提出申诉。,EBay拒绝处理退款。,那人气急败坏。,易趣网是一家非常有信誉的公司。,1
8e61c1c5-582f-4379-b332-dcb96faf3bf9,汤姆和迪克喜欢他们的卡车。,他们每周都会到沙漠里去。,他们会踢起泥土，到处玩耍。,然后汤姆的卡车坏了,虽然花了很多钱，但他还是把它修好了。,汤姆知道修理他的船会很贵。,1
a28a894f-ea54-438a-93c5-cae7e4564ec4,哈利和家人一起去了主题公园。,他的爸爸和哥哥和他一起坐上了大过山车。,然后，他和妈妈一起骑上了一些小型的游乐设施。,一家人在公园的一家餐厅吃饭。,哈利不喜欢主题公园。,哈利在公园里玩得很开心。,2
932e37d4-1305-4e54-8fee-ba649e7c7206,我在艺术上有个演讲。,我的老师让我很失望，虽然我做的都很好。,他让我重复我的演讲，又让我失败。,我相信，我做的介绍是正确的，并站在它的立场上。,我的老师建议我去艺术学校学习。,老师同意和我商量。,2
f935f831-38bc-4b00-83c6-3891a4dacefc,莉亚有一个冰球比赛。,她的家人都来为她加油。,但当她到了那里，才发现他们人手不够。,只有少数女生来玩。,莉亚听到这个消息非常高兴。,这场比赛被取消了。,2
345e1032-0c47-48e6-9968-e04baa479d06,艾娃开始注意到眼睛旁的皱纹。,她买了一个昂贵的除皱霜。,她每天晚上都会涂抹。,一个月后，她仔细检查了一下自己的眼睛。,她决定多买些牙膏。,看到自己的皱纹不见了，她很高兴。,2
bb5695c6-6c1c-4de6-b56c-6b23077d3df5,哈里在网上买了很多东西，想买一台新相机。,他在网上研究了不同的相机，决定买一台。,他购买后，相机在第二周就寄到了。,当哈利打开包裹时，发现相机已经损坏。,恼怒之下，他联系了零售商，投诉损失。,哈里开心地拍了一晚上的照片。,1
6ab897f0-4f61-40f1-afa6-e9485e44316d,贾斯帕几个月来一直在逃避找一份真正的工作。,他对之前所有的办公室工作都恨之入骨。,有一天，他看到当地的屠夫有一个工作机会。,他成功申请到了屠夫的工作。,Jasper第二天就辞职了。,贾斯帕喜欢切割动物尸体。,2
1a2bead1-a985-44e6-966c-44c4a77afe37,收集好我们聚会的所有物品后，我邀请了我们的朋友。,大部分人都很兴奋的过来吃东西!,虽然花了大约一个小时，但他们都准时到达。,到了之后，我们开始吃喝玩乐。,我迫不及待地让朋友们离开。,我喜欢举办派对。,2
ed448375-accb-4425-b7ed-e5af03f0d477,汤姆恋恋不舍地表示，他的工作已经不快乐了。,汤姆决定，是时候找一份新工作了。,汤姆看了看想要的广告，并提出了申请。,汤姆去参加求职面试，和很多人交谈。,他终于收到了一份工作邀请。,汤姆为离开他那份悲惨的工作而难过。,1
5488ad4e-968e-4113-b3f1-23a27e40e52a,保罗高中毕业。,他没有被大学录取。,他妈妈劝他去找工作。,保罗同意了。,保罗对他的妈妈很生气。,保罗找到了一份工作。,2
0aa4d795-2af4-489d-84d2-a3476cfc9019,哈维的室友嘲笑他太瘦了。,他们是自负的足球运动员。,他们挑战哈维打乒乓球，希望他能输。,但他们不知道，哈维是全国排名第一的球员。,哈维窒息了，他每场比赛都输了。,他们都张着嘴坐着，哈维把他们打得落花流水。,2
666d1b41-7e20-41cc-b6a7-5bc3eb9ed7b7,我想昨天是我意识到自己不应该成为一个数学家的时候。,我在杂货店，为下周补货。,我买了二十件左右的商品，觉得自己的预算不足。,当我去结账的时候，我已经多了十块钱!,我这才发现，我的数学不好。,后来我才知道，我的数学很厉害!,1
08f3861d-5511-4f65-9611-0c67ec71561c,我家的红车去年坏了。,我们家需要一辆油耗好的两门车。,我们拜访了几个卖车的人。,我父母找了多家经销商。,他们又买了一辆红色的车。,我父母买了配套的轻便摩托车。,1
05f5c44c-6d88-4c50-8c88-d9ad55fbaa8c,吉娜的手机在他们开车上高速时没电了。,她把它插在前座，但她在后座。,她没有手机很无聊，所以就想去联系。,她在那头，太远了。,她表现得像个小屁孩，还大发脾气。,吉娜不关心电子产品。,1
e7be4ea9-4bb9-4141-90d5-351d6377c9fc,我只是坐在走廊上享受我的一天。,忽然，一声巨响扰乱了我的平静。,我惊讶地跳了起来。,门已经关上了。,我意识到我需要噪音来睡觉。,我意识到这只是风的作用。,2
8e5c1dce-bed9-4754-9565-89b1d10b1aec,吉娜当地的图书馆没有关于海豚的书。,她需要找到另一个图书馆。,最近的一家是在市区。,她的母亲拒绝接受她。,吉娜和她的母亲立即去了。,吉娜决定改用走路的方式。,2
9a37e0a5-a537-4af1-ab7d-c39c440ee8d6,艾伦18岁生日的时候得到了一把枪。,他爸爸带他去靶场练习射击。,艾伦是一个可怕的镜头！,但他坚持了下来，并进行了大量的练习。,然后他就睡了。,他现在喜欢去打猎。,2
0e499832-cc4e-459d-a066-de6e73aa77f9,杰伊在麦当劳吃完午饭，扔掉垃圾。,他一扔，就发现有促销活动发生了。,他的炸药箱上有一些游戏棋子，所以他把它捞了出来。,他剥开游戏片，不敢相信。,杰伊觉得汉堡王很厉害。,他白白地在垃圾堆里挖了一圈。,2
1b99f1e5-e8e4-4ae9-b05b-e5c8324e8768,从前有一个人叫约翰。,他在一家工厂工作。,工厂以工作不力为由将他开除。,因此，他不得不寻找其他工作。,约翰是个麻烦的工人。,约翰是一个杰出的工人。,1
66c79a45-25be-4066-9d36-016637bd57c5,凯文的爸爸要求带他去打猎。,Kev说他会考虑的。,然后他决定不喜欢打猎。,他认为这是对动物的残忍。,Kev很兴奋地想试试他的新枪。,凯夫决定不来打猎了。,2
598c2da4-91cb-4adb-8d09-0de672cdebe8,当艾米丽年轻的时候，她有机会去看她的第一场音乐会。,她很紧张，因为音乐会上有很多人。,艾米丽看到自己喜欢的艺术家上台表演，非常兴奋。,演唱会的门票是送给艾米丽的生日礼物。,艾米丽决定不要演唱会的票了。,这是艾米丽收到的最好的生日礼物。,2
d46e5bd9-8a43-4670-b8c7-fe56f59cceae,丽娜想炸甜甜圈。,她得到了甜甜圈店的申请。,让她高兴的是，她被录用了!,她开始去炸甜甜圈的工作。,莉娜讨厌甜甜圈。,丽娜喜欢她的新工作。,2
5183072a-7b29-4a2e-80bb-120f3fcd8bda,我们班去沼泽地进行实地考察。,我们在几个森林里观光了一番。,我们还得到了水上旅行的机会。,回家的公交车漫长而无聊。,回到家后，我顿时精神抖擞。,我回到家的时候很累。,2
70e3a2c2-6e8a-46cd-9948-2005e1e6bfac,机械突击队的一群工人加入了一个论坛。,他们结成帮派，要求的权力越来越大。,论坛的主人安迪受够了，也告诉了他们。,他们傲慢地跺着脚，做一个只有自己的论坛。,新论坛是他们的天下。,后来他们因为太喜欢论坛了，又回到了论坛。,1
f2d60888-a0aa-4da4-b744-57ac10ae6dc2,唐娜蹒跚学步的儿子小泰不喜欢剪指甲。,孩子的指甲已经长得比她舒服。,唐娜决定等他睡着了再说。,等到小泰午睡后，唐娜悄悄地剪掉了每一个指甲。,唐娜因为小泰睡着了，所以轻松多了。,唐娜希望我能够醒来。,1
52255569-a048-4098-b40a-a9a96bbc754f,吉娜不想坐在她的办公桌前，靠近她的老朋友。,她能感觉到他们之间的紧张气氛。,她决定要求去图书馆。,她的老师同意让她去一个小时。,吉娜很生气，她去了图书馆。,吉娜到了图书馆后，感觉比较平静。,2
8585d876-38ad-4846-a5b1-3b8fbd3d8f72,薇薇安想从法国搬到美国。,移民过程的一部分是对她的意向进行面试。,薇薇安没有任何目标和职业理想。,面试并不顺利。,薇薇安很快就收到了邮寄过来的签证。,薇薇安没有获得签证。,2
a7dcd6a0-c9a3-4aa0-b2ed-3e80a03b2dc7,弗兰克装了几十个水球扔给这位姐姐。,他不知道她已经为他准备好了。,当他开始攻击时，她拿出了一把巨大的水枪。,这比他的气球要有效得多。,弗兰克报了一个海洋生物班。,弗兰克第二天就买了一把水枪。,2
1658b490-24a4-4f83-a42b-e6c679d0c2c2,吉娜的爸爸把车开进24小时沃尔格林的停车场。,虽然已近凌晨4点，但大家都进去了。,他们去外婆家之前，需要牙刷。,吉娜的工作就是在他们离开前收拾他们。,吉娜的家人很高兴他们的牙刷没有打包。,吉娜为忘记了大家的牙刷而感到内疚。,2
796ab4ea-12d3-489a-b7e8-fce2b430107c,约翰很兴奋，因为要面试。,他去面试的时候准备得很充分，穿得很好。,在采访过程中，他很健谈，很讨人喜欢。,公司经理对John的评价真的很感动。,约翰评论说，他认为这个地方经营得很糟糕。,经理决定给约翰提供这份工作。,2
09609ed5-1852-4e76-af8d-f08de3742d15,本想喝杯橙汁。,房子里没有。,然而，有一袋橘子。,他把其中的几个人减半，然后拿出了榨汁机。,本用橙子做了鲜榨的橙汁。,本轻声喝着苹果汁。,1
fa694d55-2291-467e-837e-cee613230e8c,雷格希望下雪的日子。,一夜之间有一场恶劣的风暴。,他实现了自己的愿望，学校被取消了!,他整天都在雪地里玩耍，堆雪人。,雷格希望不再下雪。,雷格希望自己能尽快再迎来一个雪天。,2
37c168f2-e2cc-4117-879a-abcce85af37f,Caroline从不喝碳酸饮料。,她的朋友们因此欺负她。,有一天，他们挑战她喝汽水。,卡罗琳想赢得挑战。,卡罗琳拒绝打开汽水。,卡罗琳打开汽水，一口气喝光了!,2
fb9f8eff-5f05-4cd8-bb99-3ca886845607,汤姆和辛迪在吃棉花糖。,但汤姆开始厌倦了。,辛迪建议烤棉花糖。,而汤姆也同意她的建议。,汤姆起身去游泳了。,汤姆喜欢吃烤棉花糖。,2
b0c7b950-cea5-460f-b573-a55e692120bc,鲍勃是在杂货店。,结账时，他才发现自己忘了带信用卡。,他身后的女人提出要买他的菜。,鲍勃非常感激。,他答应要还她钱。,鲍勃吓得跑了。,1
5df5e38b-ea80-4122-b43e-1cf116a83e6a,约翰买了一把新枪。,他喜欢所有的安全功能。,他在向他的朋友炫耀。,它不小心走火了。,约翰没有枪。,约翰很惊讶。,2
ba6d9c84-d0d1-4806-964d-2573c08e67c5,尼尔正在卢克索市参观。,他带着参观了解埃及历史。,他们学到了很多事实。,然后他们在尼罗河岸边吃了一顿野餐。,尼尔对埃及历史不感兴趣。,尼尔有一个惊人的教育和文化经验。,2
98826835-a7e8-4441-b37c-36f2179d7651,约翰不喜欢尝试新的食物。,他妈妈总是让他尝试2口新的东西。,如果他不喜欢，他就不用再吃了。,有一天，她给了他一种看起来黏糊糊的食物，叫木瓜。,约翰知道他的木瓜农场需要新的资本投资。,约翰吃了，但他告诉妈妈，他再也不想吃了。,2
cc2f14bc-8e8d-4c36-9a14-a7e9e89ac52e,我有一双喜欢的袜子。,上周我在洗衣服。,两人中有一人失联。,我到处找，都找不到。,我所有的袜子都有交代。,最终，它变成了。,2
bb4840dc-d637-4183-809a-567bb67e9935,亚历克斯跑过城市去朋友家。,他不知道自己的鞋带没系好。,事情发生时，他已经跑了三个街区。,他被自己的那根鞋带绊倒了。,接下来，亚历克斯参加了学校董事会的竞选。,亚历克斯下定决心，离开前一定要检查自己的鞋带。,2
08e30459-3e8f-43f0-ac30-a4f367168e45,萨尔喜欢魔法。,他总是想给家人耍手段。,他想从帽子里掏出一只兔子，在日。,但帽子扯破了，兔子掉了过去。,看着他的人都向他表示祝贺。,就这样，萨尔放弃了魔法。,2
c4d8548b-b1a0-4d5c-8004-bbe77d21b4a4,哈维尔总是注意到孩子们在他家附近打手球。,他想加入他们，但他被吓到了。,有一天，他鼓起勇气和他们一起打手球。,他发现，他们其实很好。,哈维尔放学后去了便利店。,哈维尔开始经常和他们打手球。,2
f3b25856-827a-42ba-8ca1-0426c1b01219,戈登给儿子买了一辆遥控车作为圣诞礼物。,但他意识到，它需要AA电池。,戈登找不到任何。,于是，第二天，他就去了买车的玩具店。,他买了一大包AA电池。,他又给自己买了一辆遥控车。,1
31e7354c-de3a-433b-afcf-fa8885569007,米姆在暴风雪中开车行驶在高速公路上。,雪太大了，米姆把车停了下来。,她注意到其他人也在这样做。,她从后座上拿了一条应急毯子，然后吃了点零食。,米姆把车开回了公路上，开得更快，以弥补时间。,最终，雪停了。,2
64abf5b2-354d-405a-a0c1-ba141fba015a,昨天，我婆婆打来电话，想出去逛逛商店。,她四点半来接我，我们就出发了。,我们一家又一家地去寻找优惠的商店。,绝对没有一家店有好东西可买。,我们带了六袋物品回家。,我们什么也没买就回家了。,2
8cc7c8cf-053b-48e2-8d4d-6f520490e9ac,莎拉从小就很害怕荡秋千。,每次去操场，她都会哭。,上周，她终于尝试了年来的第一次挥杆。,她喜欢得不得了，一晃就是一个小时。,秋千在风中被猛烈地拉来拉去。,她的恐惧随着她的挥舞而融化。,2
393f121a-4cd6-4781-95a3-76f88137c1aa,马拉米特在行走过程中总是嗅着滑梯的味道。,有一天，它的主人把它送上了平台。,他害怕滑下去。,他们每天在行走中继续这样做。,恶獒的主人再也没有带它去滑梯。,狨猴最终想从滑梯上滑下来。,2
0fcbf8d2-a63f-4d37-b304-003c10570638,今天是蒂姆的生日聚会。,因为他有病，所以不能出去。,然而，家人决定来他的出。,我们给他带了蛋糕和外卖食品。,蒂姆很高兴能被人记住。,蒂姆对这种关注感到很恼火。,1
