InputStoryid,Enter sentence 1,Enter sentence 2,Enter sentence 3,Input sentence 4,Random Fifth Sentence Quiz 1,Random Fifth Sentence Quiz 2,Answer the right end
6ab897f0-4f61-40f1-afa6-e9485e44316d,Jasper has been avoiding getting a real job for months.,He hated all his previous office work with a passion.,One day he saw an opportunity for a job with the local butcher.,He successfully applied for the job of butcher.,Jasper resigned the next day.,Jasper likes to cut up animal carcasses.,2
1a2bead1-a985-44e6-966c-44c4a77afe37,"After gathering all the items for our party, I invited our friends.",Most people were excited to come over and eat!,"It took about an hour, but they all arrived on time.","When we arrived, we started eating and drinking.",I couldn't wait for my friends to leave.,I love throwing parties.,2
ed448375-accb-4425-b7ed-e5af03f0d477,Tom fondly states that he is no longer happy in his job.,Tom decided that it was time to find a new job.,Tom looked at the desired ad and made an application.,Tom went to a job interview and talked to a lot of people.,He finally received a job offer.,Tom is sad to leave his miserable job.,1
5488ad4e-968e-4113-b3f1-23a27e40e52a,Paul graduated from high school.,He was not accepted to the university.,His mother advised him to get a job.,Paul agreed.,Paul was angry with his mother.,Paul has found a job.,2
0aa4d795-2af4-489d-84d2-a3476cfc9019,Harvey's roommates tease him for being too skinny.,They are self-important footballers.,"They challenged Harvey to a game of ping pong, hoping he would lose.",But they don't know that Harvey is the number one ranked player in the country.,Harvey choked and he lost every game.,They all sat with their mouths open as Harvey beat them to the punch.,2
666d1b41-7e20-41cc-b6a7-5bc3eb9ed7b7,I think yesterday was the time when I realised I shouldn't be a mathematician.,"I'm at the grocery shop, restocking for next week.",I bought about twenty items and felt I was under budget.,"When I went to the checkout, I had an extra ten dollars!",That's when I realised that I'm not good at maths.,Then I realised that I was great at maths!,1
08f3861d-5511-4f65-9611-0c67ec71561c,My family's red car broke down last year.,Our family needs a two-door car with good gas mileage.,We visited several people who sell cars.,My parents went to a number of dealers.,They bought another red car.,My parents bought the matching moped.,1
05f5c44c-6d88-4c50-8c88-d9ad55fbaa8c,Gina's mobile phone ran out of battery while they were driving up the highway.,"She sticks it in the front seat, but she's in the back.",She was bored without a mobile phone so she tried to get in touch.,"She's at the other end, too far away.",She acted like a brat and threw a tantrum.,Gina doesn't care about electronics.,1
e7be4ea9-4bb9-4141-90d5-351d6377c9fc,I was just sitting on the porch enjoying my day.,"Suddenly, a loud bang disturbed my peace of mind.",I jumped up in surprise.,The door has been closed.,I realised I needed the noise to sleep.,I realised that it was just the wind at work.,2
8e5c1dce-bed9-4754-9565-89b1d10b1aec,The local library in Gina has no books on dolphins.,She needs to find another library.,The nearest one is in the city.,Her mother refused to accept her.,Gina and her mother went immediately.,Gina decided to walk instead.,2
9a37e0a5-a537-4af1-ab7d-c39c440ee8d6,Alan was given a gun for his 18th birthday.,His dad took him to the range to practice shooting.,Alan is an awesome shot!,But he persevered and practised a lot.,Then he went to sleep.,He now likes to go hunting.,2
0e499832-cc4e-459d-a066-de6e73aa77f9,Jay finishes his lunch at McDonald's and throws away his trash.,"As soon as he threw it, he found out that a promotion was happening.","He had some game pieces on his dynamite box, so he fished it out.",He peeled back the game piece and couldn't believe it.,Jay thinks Burger King is awesome.,He dug through the rubbish for nothing.,2
1b99f1e5-e8e4-4ae9-b05b-e5c8324e8768,Once upon a time there was a man called John.,He works in a factory.,The factory fired him for not doing a good job.,"As a result, he had to look for other work.",John is a troublesome worker.,John is an outstanding worker.,1
66c79a45-25be-4066-9d36-016637bd57c5,Kevin's dad asked to take him hunting.,Kev said he would think about it.,Then he decided he didn't like hunting.,He considers this to be cruelty to animals.,Kev was excited to try out his new gun.,Kev decided not to come hunting.,2
598c2da4-91cb-4adb-8d09-0de672cdebe8,When Emily was young she had the opportunity to go to her first concert.,She was nervous because there were so many people at the concert.,Emily was very excited to see her favourite artist on stage.,Tickets for the concert were a birthday present for Emily.,Emily decided she didn't want tickets for the concert.,This is the best birthday present Emily has ever received.,2
d46e5bd9-8a43-4670-b8c7-fe56f59cceae,Lina wants to fry doughnuts.,She got the application for the doughnut shop.,"To her delight, she was hired!",She started to go to work frying doughnuts.,Lena hates doughnuts.,Lina loves her new job.,2
5183072a-7b29-4a2e-80bb-120f3fcd8bda,Our class went on a field trip to the marshes.,We did some sightseeing in several forests.,We were also given the opportunity to go on a trip on the water.,The bus ride home was long and boring.,"When I got home, I was suddenly refreshed.",I was very tired when I got home.,2
70e3a2c2-6e8a-46cd-9948-2005e1e6bfac,A group of workers from the Mechanical Assault Unit joined a forum.,They formed gangs and demanded more and more power.,"Andy, the owner of the forum, had had enough and told them so.",They stomp their feet with arrogance and make a forum that is only for themselves.,The new forum is their world.,Then they returned to the forum because they liked it so much.,1
f2d60888-a0aa-4da4-b744-57ac10ae6dc2,"Donna's toddler son, Ty, doesn't like to cut his nails.",The child's nails had grown more than she was comfortable with.,Donna decided to wait until he was asleep.,"When Ty had finished his nap, Donna quietly clipped every nail.",Donna was much more relaxed because Ty was asleep.,Donna wanted me to wake up.,1
52255569-a048-4098-b40a-a9a96bbc754f,Gina didn't want to sit at her desk near her old friend.,She could feel the tension between them.,She decided to ask to go to the library.,Her teacher agreed to let her go for an hour.,Gina was angry and she went to the library.,Gina felt calmer when she arrived at the library.,2
8585d876-38ad-4846-a5b1-3b8fbd3d8f72,Vivienne wants to move from France to the United States.,Part of the immigration process is an interview about her intentions.,Vivian has no goals or career aspirations.,The interview did not go well.,Vivian soon received her visa in the post.,Vivian was not granted a visa.,2
a7dcd6a0-c9a3-4aa0-b2ed-3e80a03b2dc7,Frank filled dozens of water balloons and threw them at the sister.,Little did he know that she was ready for him.,"As he began his attack, she pulled out a huge water pistol.",It was much more effective than his balloon.,Frank enrolled in a marine biology class.,Frank bought a water gun the next day.,2
1658b490-24a4-4f83-a42b-e6c679d0c2c2,Gina's dad pulls into the car park of 24 Hour Walgreens.,"It was nearly 4am, but everyone went in.",They need toothbrushes before they go to their grandmother's house.,Gina's job is to pack them up before they leave.,Gina's family is happy that their toothbrush is not packed.,Gina feels guilty for forgetting everyone's toothbrushes.,2
796ab4ea-12d3-489a-b7e8-fce2b430107c,John was excited about the interview.,He went to the interview well prepared and dressed for the occasion.,During the interview he was very chatty and pleasant to talk to.,The company manager was really impressed with John's comments.,John commented that he thought the place was badly run.,The manager decided to offer John the job.,2
09609ed5-1852-4e76-af8d-f08de3742d15,Would have liked a glass of orange juice.,Not in the house.,"However, there is a bag of oranges.",He halved a few of them and got out the juicer.,Ben made freshly squeezed orange juice from oranges.,Ben sipped his apple juice softly.,1
fa694d55-2291-467e-837e-cee613230e8c,Reg hopes for a snow day.,There was a nasty storm overnight.,He got his wish and the school was cancelled!,He spent all day playing in the snow and building snowmen.,Reg hopes it will not snow again.,Reg hopes he will have another snow day soon.,2
37c168f2-e2cc-4117-879a-abcce85af37f,Caroline never drinks carbonated drinks.,Her friends bullied her for it.,"One day, they challenged her to drink soda.",Caroline wants to win the challenge.,Caroline refused to open the soda.,Caroline opened her soda and drank it all in one gulp!,2
fb9f8eff-5f05-4cd8-bb99-3ca886845607,Tom and Cindy are eating marshmallows.,But Tom was starting to get bored.,Cindy suggested roasting marshmallows.,And Tom agreed with her suggestion.,Tom got up and went for a swim.,Tom likes to eat roasted marshmallows.,2
b0c7b950-cea5-460f-b573-a55e692120bc,Bob is in the grocery shop.,"At the checkout, he realised that he had forgotten his credit card.",The woman behind him offered to buy his food.,Bob was very grateful.,He promised to pay her back.,Bob ran away in fear.,1
5df5e38b-ea80-4122-b43e-1cf116a83e6a,John bought a new gun.,He loves all the safety features.,He was showing off to his friends.,It accidentally went off.,John doesn't have a gun.,John was surprised.,2
ba6d9c84-d0d1-4806-964d-2573c08e67c5,Neil is visiting the city of Luxor.,He takes a tour to learn about Egyptian history.,They learned a lot of facts.,They then had a picnic lunch on the banks of the Nile.,Neil is not interested in Egyptian history.,Neil has an amazing educational and cultural experience.,2
98826835-a7e8-4441-b37c-36f2179d7651,John doesn't like to try new foods.,His mum always lets him try 2 bites of something new.,"If he doesn't like it, he doesn't have to eat it anymore.","One day, she gave him a slimy looking food called papaya.",John knew he needed new capital investment in his papaya farm.,"John ate it, but told his mum he never wanted to eat it again.",2
cc2f14bc-8e8d-4c36-9a14-a7e9e89ac52e,I have a favourite pair of socks.,Last week I was doing laundry.,One of the two men was lost.,I've looked everywhere and I can't find it.,All my socks are accounted for.,"Eventually, it turned out.",2
bb4840dc-d637-4183-809a-567bb67e9935,Alex runs across town to a friend's house.,He didn't know his shoes were untied.,He had been running for three blocks when it happened.,He tripped over that shoelace of his.,"Next, Alex stood for election to the school board.",Alex was determined to check his shoelaces before he left.,2
