InputStoryid,InputSentence1,InputSentence2,InputSentence3,InputSentence4,Satunnainenviides lauseQuiz1,Satunnainenviides lauseQuiz2,AnswerRightEnding
9843660b-4a86-4cae-b6d7-03d73b88426e,Kaksivuotias poikani kieltäytyi käyttämästä harjoitushousuja.,"Hän aneli aina, että saisi käyttää vaippaa.",Eräänä päivänä annoin turhautuneena hänen jäädä alasti.,"Hän meni potalle ja käytti sitä, kun en katsonut.",Nyt en yritä pakottaa häntä käyttämään harjoitushousuja.,Lastensuojeluviranomaiset poistivat hänet kotoa.,1
e721d415-d8b9-479f-a476-bc3f3a239140,Holly oli iloinen ollessaan turvassa talossaan myrskyn raivotessa.,"Hän katseli myrskyä, kun hän kuuli kovan paukahduksen.",Salama oli iskenyt talon vieressä olevaan puuhun.,Hän tuijotti katsellessaan sen putoamista.,Hän meni ulos lennättämään leijaa.,"Hän oli helpottunut, ettei se osunut mihinkään.",2
9409bd0a-fbdd-4450-8b41-5aac05fd5c36,Jill näki mainoksen särkymättömistä lasimukeista.,Hän oli hämmästynyt ja tilasi ne.,"Kun Jill sai kupit, hän halusi testata niitä.",Hän pudotti yhden kovapuulattialleen.,"Se meni rikki, ja Jill tunsi itsensä tyhmäksi, koska oli uskonut hypeen.",Kangas repesi kahtia Jillin yllätykseksi.,1
00d73c9e-6441-4b23-ad78-f33490a6a1ec,"Addie oli töissä Hollisterin ostoskeskuksessa, kun outo mies tuli sisään.","Ennen kuin Addie ehti tajuta sitä, hän katsoi taakseen ja näki varastettuja vaatteita.",Addie säikähti ja yritti ajaa miehen ulos.,Onneksi vartijat tulivat ja pidättivät hänet.,Addie joutui rikoksensa vuoksi vankilaan.,Addie oli helpottunut ja hengitti syvään rauhoittuakseen.,2
a2685475-307b-49a3-85f8-07b32c63e062,Sean oli menossa työhaastatteluun.,Hän saapui yritykseen ja kysyi johtajaa.,Johtaja vei hänet takahuoneeseen ja haastatteli häntä.,Sitten johtaja esitteli hänelle paikkoja ja selitti työn.,Johtaja toivoi Seanin suoriutuvan huonosti.,Johtaja halusi Seanin ymmärtävän kaiken.,2
1bfde41c-01ea-4af8-a5c3-706b8af6cec6,"Fred löi Samin kanssa vetoa siitä, kumpi laihtuu enemmän kuukaudessa.","Fred halusi todella voittaa vedon, jossa oli kyse 100 dollarista.","Fred treenasi päivittäin, vältti pikaruokaa ja jätti päivällisen väliin.",Kuukauden lopussa Fred oli varma voitostaan.,Fred perui vedon kuun lopussa.,Fred voitti vedon ja 100 dollaria.,2
749b0981-388d-4deb-83d4-b4bc35b4a168,John hyppäsi ensimmäistä kertaa laskuvarjohyppäämään.,Hän lähti kouluttajan kanssa lentokoneella ilmaan.,"Hän huusi, kun he hyppäsivät.",John pelkäsi hirveästi korkeita paikkoja ja pyörtyi.,John rakasti laskuvarjohyppymatkan jokaista sekuntia.,"Kun hän heräsi, hän oli jo laskeutunut.",2
7d9b0578-4621-460a-9d67-9705079b0a1c,Gina ja hänen perheensä olivat lähdössä puistosta.,He olivat olleet siellä koko iltapäivän.,Nyt he olivat menossa tätinsä luokse.,"Gina rukoili, että hänet jätettäisiin mummolaan...",Gina vihasi isoäitiään.,Gina rakasti isoäitiään.,2
71db6e1d-bcb4-4849-bded-f252a32c927c,Kayan piti ostaa uusi mekko tulevia kevään juhlallisuuksia varten.,Hän meni ostoskeskukseen useiden ystäviensä kanssa.,Tytöillä oli hauskaa käydä kaupoissa ja sovittaa mekkoja.,"Kaya löysi mekon, josta hän piti ja joka oli mukavan korallin värinen.","Hän ei voinut vastustaa, joten hän osti antiikkimaljakon.","Se oli aika kallista, mutta hän päätti, että se oli sen arvoista.",2
41548819-7537-4bbe-8c20-ba78feb5fe0d,"Tyler halusi pitää ilmapallojuhlat, joissa oli paljon ilmapalloja.","Hän, hänen ystävänsä ja vanhempansa puhalsivat ilmapallot.",Hän ja hänen ystävänsä leikkivät ilmapalloilla ja pitivät hauskaa.,"He väsyivät, katsoivat elokuvan ja söivät päivällistä.",Päivä oli ollut erittäin hauska.,"Tylerista tuntui, etteivät hänen vanhempansa koskaan antaneet hänen tehdä mitään.",1
e4443872-3ac9-465e-9d99-88ab9720da81,Jimmy kävi iltapäivällä skeittaamassa.,Se oli kolmas kerta tällä viikolla.,Hän alkaa olla hyvä siinä ja pitää siitä todella paljon.,"Hän kaatui kerran, mutta ei ole luovuttanut.",Tämän viikon harjoittelun jälkeen Jimmy on oppinut uuden tempun.,Jimmy on päättänyt luopua rullalautastaan.,1
aa03cc32-e85b-4710-8120-aeaba4af65b0,Maxine inhoaa yleensä sääriensä ajamista.,Hän ei pidä partaveitsen käytön tunteesta.,Eräänä iltana Maxinella on tärkeät treffit ja hän päättää pukeutua mekkoon.,Hän ajelee säärensä tätä tilaisuutta varten.,Maxine ei halua lähteä treffeille.,Seuraavalla kerralla Maxine poistetaan laserilla.,2
bcde1c24-5e48-4ba9-a8b5-362db0db0129,Ryan rakasti muokata pyöräänsä.,Hän päätti lisätä pyörän runkoon ja pyöriin LED-valot.,Hän tilasi osat eBaysta.,"Kun he saapuivat, hän kokosi heidät yhteen.","Ryan rakasti sitä, miltä hänen pyöränsä näytti.",Ryan päätti olla ajamatta enää pyörällä.,1
107793ec-8721-4897-b0de-17db3578fc10,Eräänä päivänä halusin valmistaa perheelleni hyvän illallisen.,Päätin keittää spagettia.,Keitin nuudelit ja laitoin kastikkeen kattilaan liedelle.,Laitoin lieden liian korkealle.,Kastike paloi ja tarttui pannun pohjaan.,Kastikkeen lämpeneminen kesti ikuisuuden.,1
0f36f4a6-da40-4c61-a4cc-db237df8f1b6,Nick haastettiin lentopallo-otteluun.,"Hänen tyttöystävänsä löi viidestä dollarista vetoa, että voittaa hänet.",Nick ei aikonut antaa hänen voittaa!,Hän pelasi kovaa ja armottomasti.,"Nick löi tyttöystäväänsä, ja tämä antoi hänelle viisi dollaria.","Nick luovutti, koska hän ei välittänyt siitä, voittaisiko hänen tyttöystävänsä.",1
ae91c584-b9d3-4a0e-b166-6928531d1bed,Perustimme ystävieni kanssa Counter-Strike-joukkueen.,Harjoittelimme paljon tulevaa turnausta varten.,Saavuimme turnaukseen ja kävimme läpi strategioita.,Pelasimme kuusi kovaa peliä.,Olimme tyytyväisiä suoritukseemme.,"Meistä tuntui, että olimme esiintyneet huonosti.",1
bee259be-fcd9-4043-9047-0e199aaa8214,Michelle löysi lihavan smokki-kissan talonsa ulkopuolelta.,Hän laittoi julisteita ympäri naapurustoa.,Kolmen viikon kuluttua kukaan ei ollut soittanut Michellelle kissasta.,Michelle päätti pitää kissan itsellään.,Michelle antoi kissan naapurilleen.,"Michelle antoi kissalle nimen ""Socks"".",2
45896107-bb21-48b8-845d-619d8c19bc34,Neil oli vierailulla Irlannissa.,Hänen junansa oli juuri saapunut Derryyn.,"Kun hän nousi maihin, hän hengähti.",Se oli upea kuin satu!,Neil päätti olla palaamatta Irlantiin.,Neil nautti Irlannista.,2
f36a34dc-1b78-4af1-9e48-5ec9d369feb5,Mary meni puistoon.,Hän halusi esitellä uutta mekkoaan.,Lintu lensi Maryn yli ja kakkasi.,Hänen mekkonsa peittyi lintujen kakkaan.,Mary oli iloinen voidessaan esitellä mekkoaan.,"Maria oli järkyttynyt siitä, että hänen mekkonsa oli pilalla.",2
49c51e74-be6e-45b9-a223-4c0835ad76c1,"Scott tiesi, että joku varasti paketteja hänen kuistiltaan.",Hän asensi valvontakameran ovensa lähelle.,"Hänestä tuntui, että hänellä olisi ainakin video varkaasta.",Eräänä päivänä Scott näki kuvamateriaalia tekijästä.,Scott antoi hänelle vitosen.,Scott otti tekijän kiinni.,2
f8594fc8-df33-49d7-a5a9-045765ca8eda,Ystävät kutsuivat Colinin baariin.,"Hän rakastaa olutta, mutta pitää sitä liian kalliina baareissa.",Hän päätti kuitenkin lähteä.,Hän antoi itselleen budjetin.,Colin piti kiinni budjetistaan ja joi vain kaksi olutta.,Colin juo olutta baarissa koko illan.,1
ab1265ac-d06e-4bad-ba0e-0219d63d3357,Jordan aikoi muuttaa Meksikoon.,"Jordan päätti, että hänen pitäisi opetella espanjaa.",Hän päätyi ostamaan kielenoppimisohjelman Amazonista.,Hän työskenteli ohjelman parissa joka päivä vähintään 2 tuntia.,"Jordan osasi jo jonkin verran espanjaa, kun hän muutti.",Jordan ei pitänyt kalatacoista lainkaan.,1
c71454d3-16c6-4852-bb0e-1149fd2b0e52,Fred on vasta aloittanut liikunnan harrastamisen ja on juuri liittynyt kuntosalille.,"Hän oli hämmästynyt siitä, kuinka kallis personal trainer oli.","Hän halusi päästä kuntoon, mutta hänellä ei ollut varaa hintoihin.",Hän löysi personal trainer -ohjelmia netistä ilmaiseksi.,Hän ei enää koskaan treenannut.,Hän oli tyytyväinen päätökseensä.,2
d3615153-cfb9-4583-bd93-e1814c250a1c,Kyseessä oli lentopallokauden toinen ottelu.,Amy toivoi saavansa mahdollisuuden pelata.,Ensimmäisen pelin jälkeen he olivat edellä.,Hänen valmentajansa laittoi hänet peliin.,Hän sai vihdoin tilaisuutensa pelata ottelussa.,Hän pyysi valmentajaa etsimään jonkun muun.,1
1be803ad-225f-4b93-a5ce-3d96deedc495,Ellen oli saanut neljä keskenmenoa peräkkäin.,"Hänen miehensä Tim toivoi epätoivoisesti, että hänestä koskaan tulisi isä.",Sitten lääkäri soitti hänelle töihin.,"Hän kertoi, että Ellenistä oli hyviä uutisia.","Lääkäri kertoi Timille, että Emily lähti lenkille.","Lääkäri kertoi Timille, että Ellen oli vihdoin raskaana.",2
b64b9a40-4e69-4381-ae49-035edf71a232,"David kysyi äidiltään, saisiko hän kaataa oman juomansa.","Hänen äitinsä suostui, mutta varoitti häntä varovaisuudesta.","David kaatoi vahingossa lasinsa, joka hajosi kaikkialle.",Hänen äitinsä antoi Davidille iloisesti anteeksi.,David söi juustohampurilaisen.,David lupasi olla varovaisempi tulevaisuudessa.,2
e5ce589a-86a4-4f4e-9a51-87220abdf821,Neil halusi pelata jääkiekkoa.,Hän lainasi kavereiltaan varusteita.,Sitten hän varustautui ja lähti kaukaloon.,Hän harjoitteli päiviä.,Neil pelasi baseballia.,Neil pelasi kilpailussa.,2
e2f74079-bcd6-485a-80c6-24be4fca4ae9,Ystäväni Cam oli Amazonin kirjakauppias.,Hänellä oli 4000 kirjaa varastoituna autotalliin.,Hän ansaitsi tarpeeksi rahaa elääkseen yksinkertaisesti.,"Hänen talonsa syttyi eräänä päivänä tuleen, ja hän menetti kokoelmansa.",Cam on sittemmin päättänyt vakuuttaa omaisuutensa.,Sen jälkeen Cam pystyi myymään enemmän kirjoja kuin koskaan aiemmin.,1
c473c07a-630f-48e2-b6dd-ebb34d815fc2,Rosien opettajan syntymäpäivä oli tulossa viiden päivän päästä.,Rosiella ei ollut rahaa ostaa lahjaa.,Hän pyysi isoäitiään opettamaan häntä piirtämään auringonkukkia.,Rosie piirsi ison auringonkukan ja maalasi sen vesiväreillä.,Rosien opettaja piti lahjasta.,Rosien opettaja antoi hänelle jälki-istuntoa.,1
8ae17467-e396-4f89-9d2a-eeade4539358,Mies tilasi antiikkikellon eBaysta.,"Hän sai laatikon, jossa oli kuusi palanutta sulaketta ja purkki suolakurkkuja.",Hän teki valituksen eBaylle.,EBay kieltäytyi käsittelemästä hyvitystä.,Mies on raivoissaan.,Ebay on erittäin hyvämaineinen yritys.,1
8e61c1c5-582f-4379-b332-dcb96faf3bf9,Tom ja Dick rakastivat kuorma-autojaan.,He lähtivät aavikolle joka viikko.,He potkivat multaa ja leikkivät.,Sitten Tomin auto hajosi.,"Se maksoi paljon rahaa, mutta hän sai sen korjattua.","Tom tiesi, että veneen korjaaminen tulisi kalliiksi.",1
a28a894f-ea54-438a-93c5-cae7e4564ec4,Harry meni perheensä kanssa huvipuistoon.,Hänen isänsä ja veljensä ajoivat hänen kanssaan isossa vuoristoradassa.,Sitten hän ratsasti pienemmillä laitteilla äitinsä kanssa.,Perhe söi puistossa sijaitsevassa ravintolassa.,Harry ei pitänyt huvipuistoista.,Harryllä oli hauskaa puistossa.,2
932e37d4-1305-4e54-8fee-ba649e7c7206,Minulla oli taide-esitys.,"Opettajani jätti minut pulaan, vaikka tein kaiken oikein.",Hän antoi minun toistaa esitykseni ja reputti minut jälleen.,Uskoin tehneeni esityksen oikein ja puolustin sitä.,Opettajani ehdotti minulle taidekoulua.,Opettaja suostui keskustelemaan asiasta kanssani.,2
f935f831-38bc-4b00-83c6-3891a4dacefc,Leahilla oli jääkiekkopeli.,Hänen koko perheensä tuli kannustamaan häntä.,"Mutta kun hän pääsi sinne, hän huomasi, että heillä oli pulaa.",Vain kourallinen tyttöjä saapui pelaamaan.,Leah oli hyvin iloinen kuullessaan uutiset.,Peli peruttiin.,2
345e1032-0c47-48e6-9968-e04baa479d06,Ava alkoi huomata ryppyjä silmiensä vieressä.,Hän osti kalliin ryppyvoiteen.,Hän käytti sitä joka ilta.,Kuukauden kuluttua hän tarkisti silmänsä huolellisesti.,Hän päätti ostaa lisää hammastahnaa.,"Hän oli iloinen nähdessään, että hänen ryppyensä olivat hävinneet.",2
bb5695c6-6c1c-4de6-b56c-6b23077d3df5,Harry shoppaili paljon netissä ja halusi ostaa uuden kameran.,Hän tutki eri kameroita verkossa ja päätti ostaa sellaisen.,"Hän teki ostoksen, ja kamera saapui postissa seuraavalla viikolla.","Kun Harry avasi paketin, hän huomasi, että kamera oli vahingoittunut.",Ärsyyntyneenä hän otti yhteyttä jälleenmyyjään valittaakseen vahingosta.,Harry vietti illan iloisesti kuvaten.,1
6ab897f0-4f61-40f1-afa6-e9485e44316d,Jasper on vältellyt oikean työpaikan hankkimista kuukausia.,"Hän on vihannut kaikkia aiempia toimistotöitä, joita hänellä on ollut.",Eräänä päivänä hän näkee avoimen työpaikan paikallisessa lihakaupassa.,Hän hakee menestyksekkäästi työpaikkaa teurastamosta.,Jasper lopettaa työnsä seuraavana päivänä.,Jasper nauttii kuolleiden eläinten leikkaamisesta.,2
1a2bead1-a985-44e6-966c-44c4a77afe37,"Kun olin kerännyt kaikki tarvikkeet juhliamme varten, kutsuin ystävämme.","Useimmat olivat innoissaan siitä, että pääsivät syömään!","Se kesti noin tunnin, mutta kaikki saapuivat ajoissa.",Saapumisen jälkeen aloimme syödä ja nauttia.,"En malttanut odottaa, että ystäväni lähtisivät.",Rakastin juhlien järjestämistä.,2
ed448375-accb-4425-b7ed-e5af03f0d477,"Tom oli ihastunut siihen, ettei ollut enää tyytyväinen työhönsä.","Tom päätti, että oli aika etsiä uusi työpaikka.",Tom kävi läpi hakuilmoitukset ja jätti hakemuksia.,Tom kävi työhaastatteluissa ja puhui monien ihmisten kanssa.,Lopulta hän sai työtarjouksen.,Tom oli surullinen surkean työnsä jättämisestä.,1
5488ad4e-968e-4113-b3f1-23a27e40e52a,Paul valmistui lukiosta.,Häntä ei hyväksytty yliopistoon.,Hänen äitinsä neuvoi häntä hankkimaan työpaikan.,Paul oli samaa mieltä.,Paul oli raivoissaan äidilleen.,Paul sai töitä.,2
0aa4d795-2af4-489d-84d2-a3476cfc9019,"Harveyn kämppäkaverit kiusasivat häntä siitä, että hän oli niin laiha.",He olivat itsekkäitä jalkapalloilijoita.,He haastoivat Harveyn pingispeliin ja odottivat hänen häviävän.,"Mutta he eivät tienneet, että Harvey oli kansallisesti rankattu pelaaja.",Harvey tukehtui ja hävisi jokaisen ottelunsa.,"He kaikki istuivat suu auki, kun Harvey löi heidät kaikki.",2
666d1b41-7e20-41cc-b6a7-5bc3eb9ed7b7,"Eilen taisin tajuta, ettei minun pitäisi olla matemaatikko.",Olin ruokakaupassa täydentämässä varastoja ensi viikkoa varten.,"Olin ostanut noin kaksikymmentä tuotetta ja luulin, että olin jäänyt budjetin alle.","Kun menin kassalle, olin kymmenen dollaria liikaa!","Sitten tajusin, etten ollut hyvä matematiikassa.","Silloin tiesin, että olin hyvä matematiikassa!",1
08f3861d-5511-4f65-9611-0c67ec71561c,Perheeni punainen auto hajosi viime vuonna.,"Perheemme tarvitsi 2-ovisen auton, jolla oli hyvä kulutus.",Kävimme muutamien autoja myyvien ihmisten luona.,Vanhempani etsivät useita jälleenmyyjiä.,He ostivat toisen punaisen auton.,Vanhempani ostivat samanlaiset mopot.,1
05f5c44c-6d88-4c50-8c88-d9ad55fbaa8c,"Ginan puhelin sammui, kun he ajoivat moottoritiellä.","Hän kytki sen etupenkille, mutta hän oli takapenkillä.","Hänellä oli tylsää ilman puhelintaan, joten hän yritti tavoittaa sen.","Hän oli päädyssä, ja se oli liian kaukana.",Hän käyttäytyi kuin kakara ja sai raivokohtauksen.,Gina ei välitä elektroniikasta.,1
e7be4ea9-4bb9-4141-90d5-351d6377c9fc,Istuin vain kuistilla nauttimassa päivästä.,Kun yhtäkkiä äänekäs pamaus häiritsi rauhaani.,Hyppäsin yllättyneenä ylös.,Ovi oli paiskautunut auki.,"Tajusin, että tarvitsin melua nukkuakseni.","Tajusin, että se oli ollut vain tuuli.",2
8e5c1dce-bed9-4754-9565-89b1d10b1aec,Ginan lähikirjastossa ei ollut delfiinejä käsitteleviä kirjoja.,Hänen oli löydettävä toinen kirjasto.,Lähin oli keskustassa.,Hänen äitinsä kieltäytyi ottamasta häntä.,Gina ja hänen äitinsä lähtivät välittömästi.,Gina päätti sen sijaan kävellä.,2
9a37e0a5-a537-4af1-ab7d-c39c440ee8d6,Alan sai aseen 18-vuotissyntymäpäiväkseen.,Hänen isänsä vei hänet ampumaradalle harjoittelemaan ampumista.,Alan oli kamala ampuja!,Mutta hän sinnitteli ja harjoitteli paljon.,Sitten hän meni nukkumaan.,Nyt hän rakastaa metsästystä.,2
0e499832-cc4e-459d-a066-de6e73aa77f9,Jay oli lopettamassa lounasta McDonald'sissa ja heittämässä roskiaan pois.,"Heti kun hän heitti sen pois, hän tajusi, että kyseessä oli promootio.","Hänen paistirasiassaan oli pelinappuloita, joten hän kaivoi ne esiin.",Hän irrotti pelinappulan eikä voinut uskoa sitä.,Jay piti Burger Kingiä mahtavana.,Hän oli kaivanut roskia turhaan.,2
1b99f1e5-e8e4-4ae9-b05b-e5c8324e8768,Olipa kerran mies nimeltä Johannes.,Hän työskenteli tehtaassa.,Tehdas antoi hänelle potkut huonon työn vuoksi.,Tämän vuoksi hänen oli löydettävä muuta työtä.,John oli hankala työntekijä.,John oli erinomainen työntekijä.,1
66c79a45-25be-4066-9d36-016637bd57c5,Kevin isä pyysi viedä hänet metsästämään.,Kev sanoi harkitsevansa sitä.,"Sitten hän päätti, ettei pidä metsästyksestä.",Hänen mielestään se oli julmuutta eläimiä kohtaan.,Kev oli innoissaan kokeillessaan uutta asettaan.,Kev päätti olla tulematta metsästämään.,2
598c2da4-91cb-4adb-8d09-0de672cdebe8,"Kun Emily oli nuori, hän pääsi ensimmäiseen konserttiinsa.",Hän oli hermostunut kaikkien konsertissa olevien ihmisten takia.,Emily oli innoissaan nähdessään suosikkiartistinsa lavalla.,Konserttilippu oli lahja Emilyn syntymäpäivälahjaksi.,"Emily päätti, ettei halua konserttilippua.","Tämä oli paras syntymäpäivälahja, jonka Emily oli koskaan saanut.",2
d46e5bd9-8a43-4670-b8c7-fe56f59cceae,Lina halusi paistaa donitseja.,Hän sai hakemuksen donitsikauppaan.,Hänen ilokseen hänet oli palkattu!,Hän lähti töihin paistamaan donitseja.,Lina vihasi donitseja.,Lina rakasti uutta työtään.,2
5183072a-7b29-4a2e-80bb-120f3fcd8bda,Luokkani teki retken Evergladesiin.,Kävimme katsomassa nähtävyyksiä useissa metsissä.,Saimme myös mahdollisuuden matkustaa vedessä.,Bussimatka kotiin oli pitkä ja tylsä.,"Olin virkistynyt, kun pääsin kotiin.","Olin väsynyt, kun tulin kotiin.",2
70e3a2c2-6e8a-46cd-9948-2005e1e6bfac,Ryhmä Mechanical Turkin työntekijöitä liittyi foorumiin.,He muodostivat klikin ja vaativat yhä enemmän valtaa.,"Andy, foorumin omistaja, sai tarpeekseen ja kertoi heille niin paljon.",He polkivat ylimielisinä pois tehdäkseen foorumin vain itsestään.,Uusi foorumi oli heidän vallassaan.,"He palasivat foorumille myöhemmin, koska pitivät siitä niin paljon.",1
f2d60888-a0aa-4da4-b744-57ac10ae6dc2,Donnan pikkupoika Ty ei pitänyt kynsien leikkaamisesta.,Lapsen kynnet olivat kasvaneet pidemmiksi kuin hänestä oli mukavaa.,"Donna päätti odottaa, että mies nukahtaisi.","Kun Ty oli nukkumassa, Donna leikkasi hiljaa jokaisen kynnen.","Donnalla oli paljon helpompaa, koska Ty nukkui.","Donna toivoi, että heräisin.",1
52255569-a048-4098-b40a-a9a96bbc754f,Gina ei halunnut istua työpöydän ääressä vanhojen ystäviensä lähellä.,Hän tunsi jännityksen heidän välillään.,Hän päätti pyytää päästä kirjastoon.,Hänen opettajansa suostui antamaan hänelle luvan mennä tunniksi.,"Gina oli vihainen siitä, että hän meni kirjastoon.","Gina tunsi olonsa rauhallisemmaksi, kun hän saapui kirjastoon.",2
8585d876-38ad-4846-a5b1-3b8fbd3d8f72,Vivienne halusi muuttaa Ranskasta Amerikkaan.,Maahanmuuttoprosessiin kuului haastattelu hänen aikeistaan.,Viviennellä ei ollut mitään tavoitteita tai uratoiveita.,Haastattelu ei sujunut hyvin.,Vivienne sai pian viisuminsa postissa.,Viviennelle ei myönnetty viisumia.,2
a7dcd6a0-c9a3-4aa0-b2ed-3e80a03b2dc7,Frank täytti kymmeniä vesipalloja heittääkseen niitä tämän siskon päälle.,"Mies ei tiennyt, että nainen oli valmis häntä varten.","Kun mies aloitti hyökkäyksen, nainen veti esiin valtavan vesipyssyn.",Se oli paljon tehokkaampi kuin hänen ilmapallonsa.,Frank ilmoittautui meribiologian kurssille.,Frank osti vesipyssyn seuraavana päivänä.,2
